element	sp_num	obs_wl_vac	unc_obs_wl	ritz_wl_vac	unc_ritz_wl	intens	Aki	Acc	Ei	Ek	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Fe	16	"41.91"	"0.10"	"41.93+"	"0.18"	""	"4.72e+10"	C	"34.3677"	"330.0"	"2p6.3p"	"2P*"	"1/2"	"2p6.5s"	"2S"	"1/2"	2	2		"T3334LS"	"L19616"	
Si	11	""	""	"42.106"	"0.010"	""	"1.39e+10"	D	"75.4764"	"369.937?"	"1s2.2p2"	"1S"	"0"	"1s2.2s.4p"	"1P*"	"1"	1	3		"c66,LS"	""	
Mg	10	"42.294"	"0.010"	"42.294"	"0.010"	"250"	"8.61e+10"	B+	"19.8393"	"312.99"	"1s2.2p"	"2P*"	"1/2"	"1s2.5d"	"2D"	"3/2"	2	4		"T5593"	"L695"	
Fe	16	"42.30"	"0.10"	"42.30+"	"0.18"	""	"9.2e+10"	C	"36.9650"	"330.0"	"2p6.3p"	"2P*"	"3/2"	"2p6.5s"	"2S"	"1/2"	4	2		"T3334LS"	"L19616"	
Mg	10	"42.363"	"0.010"	"42.362"	"0.010"	"400"	"1.03e+11"	B+	"20.332"	"313.01"	"1s2.2p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"5/2"	4	6		"T5593"	"L695"	
Mg	10	""	""	"42.366"	"0.010"	""	"1.71e+10"	B+	"20.332"	"312.99"	"1s2.2p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"3/2"	4	4		"T5593"	""	
Si	11	""	""	"42.368"	"0.010"	""	"6.79e+08"	D	"21.3431"	"313.980"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.3p"	"1D"	"2"	3	5		"c68"	""	
Si	11	""	""	"42.461"	"0.010"	""	"1.07e+09"	D	"21.9846"	"313.980"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.3p"	"1D"	"2"	5	5		"c68"	""	
Si	10	""	""	"42.512"	"0.010"	""	"2.33e+07"	E	"71.347"	"362.991?"	"2p3"	"2D*"	"5/2"	"2s2.6d"	"2D"	"5/2"	6	6		"c70,LS"	""	
Mg	10	"42.523"	"0.010"	"42.525"	"0.010"	"6"	"6.27e+09"	B	"19.8393"	"311.40"	"1s2.2p"	"2P*"	"1/2"	"1s2.5s"	"2S"	"1/2"	2	2		"T5593"	"L695"	
Mg	10	"42.596"	"0.010"	"42.597"	"0.010"	"10"	"1.32e+10"	B	"20.332"	"311.40"	"1s2.2p"	"2P*"	"3/2"	"1s2.5s"	"2S"	"1/2"	4	2		"T5593"	"L695"	
Si	11	""	""	"42.729"	"0.010"	""	"7.42e+10"	C	"21.0528"	"311.216"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2p.3p"	"3P"	"1"	1	3		"T7067c18"	""	
Si	11	""	""	"42.731"	"0.010"	""	"7.05e+10"	C+	"21.3431"	"311.495"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.3p"	"3P"	"2"	3	5		"T7067c18"	""	
Si	11	""	""	"42.772"	"0.010"	""	"5.03e+10"	C	"21.3431"	"311.216"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.3p"	"3P"	"1"	3	3		"T7067c18"	""	
Si	11	""	""	"42.825"	"0.010"	""	"2.62e+11"	C+	"21.9846"	"311.495"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.3p"	"3P"	"2"	5	5		"T7067c18"	""	
Si	11	""	""	"42.826"	"0.010"	""	"3.36e+11"	C+	"21.3431"	"310.849?"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.3p"	"3P"	"0"	3	1		"T7067c18"	""	
Si	11	""	""	"42.867"	"0.010"	""	"2.10e+11"	C+	"21.9846"	"311.216"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.3p"	"3P"	"1"	5	3		"T7067c18"	""	
Si	11	""	""	"42.907"	"0.010"	""	"5.81e+10"	C	"21.0528"	"310.013"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2p.3p"	"3S"	"1"	1	3		"T7067c18"	""	
Fe	15	"42.93"	"0.10"	"42.929+"	"0.018"	""	""		"94.4875"	"383.30"	"3s.3d"	"1D"	"2"	"3s.6f"	"1F*"	"3"	5	7		""	"L19616"	
Si	11	""	""	"42.950"	"0.010"	""	"1.41e+11"	C+	"21.3431"	"310.013"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.3p"	"3S"	"1"	3	3		"T7067c18"	""	
Si	11	""	""	"43.046"	"0.010"	""	"1.02e+11"	C	"21.9846"	"310.013"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.3p"	"3S"	"1"	5	3		"T7067c18"	""	
Mg	9	"43.087"	"0.010"	"43.091"	"0.010"	"10"	"2.11e+10"	D	"17.5600"	"305.286"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.7d"	"3D"	"2"	3	5		"c6,LS"	"L753"	
Mg	9	""	""	"43.137"	"0.010"	""	"6.99e+09"	D	"17.8650"	"305.286"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.7d"	"3D"	"2"	5	5		"c6,LS"	""	
Mg	9	"43.138"	"0.010"	"43.137"	"0.010"	"20"	"2.79e+10"	D	"17.8650"	"305.286"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.7d"	"3D"	"3"	5	7		"c6,LS"	"L753"	
Si	11	""	""	"43.290"	"0.010"	""	"1.88e+11"	C+	"21.9846"	"308.388"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.3p"	"3D"	"3"	5	7		"T7067c18"	""	
Fe	15	"43.39"	"0.10"	"43.390+"	"0.019"	""	""		"84.4848"	"370.23"	"3s.3d"	"3D"	"3"	"3s.6f"	"3F*"	"4"	7	9		""	"L19616"	
Mg	9	""	""	"43.434"	"0.010"	""	"9.48e+09"	D	"17.5600"	"303.011"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.5p"	"3P"	"2"	3	5		"c6,LS"	""	
Mg	9	"43.481"	"0.010"	"43.481"	"0.010"	"50"	"2.83e+10"	D	"17.8650"	"303.011"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.5p"	"3P"	"2"	5	5		"c6,LS"	"L753"	
Fe	15	"43.65"	"0.10"	"43.649+"	"0.019"	""	""		"31.4697"	"315.51"	"3s.3p"	"3P*"	"2"	"3s.5s"	"3S"	"1"	5	3		""	"L19616"	
Si	11	""	""	"43.760"	"0.010"	""	"3.24e+10"	C	"0.0000"	"283.330"	"1s2.2s2"	"1S"	"0"	"1s2.2s.3p"	"3P*"	"1"	1	3		"c68,T7068,T6525,T6162"	""	
Si	11	""	""	"43.763"	"0.010"	""	"6.24e+11"	B	"0.0000"	"283.309"	"1s2.2s2"	"1S"	"0"	"1s2.2s.3p"	"1P*"	"1"	1	3		"T7333c7,T7067c18,T7068"	""	
Mg	9	"43.843"	"0.010"	"43.843"	"0.010"	"60g"	"5.63e+10"	D	"0.0000"	"282.792"	"1s2.2s2"	"1S"	"0"	"1s2.2s.5p"	"1P*"	"1"	1	3		"c6,LS"	"L753"	
Si	10	""	""	"43.853"	"0.010"	""	"3.40e+06"	E	"80.266"	"362.991?"	"2p3"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"	4	6		"c70,LS"	""	
Si	12	""	""	"44.019"	"0.010"	""	"1.15e+12"	A	"23.8127"	"[305.471]"	"1s2.2p"	"2P*"	"1/2"	"1s2.3d"	"2D"	"3/2"	2	4		"c22,T5593,T6094"	""	
Mg	10	""	""	"44.050"	"0.010"	""	"9.88e+10"	B+	"0.0000"	"281.463"	"1s2.2s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"3/2"	2	4		"T5593"	"L4713"	
Mg	10	""	""	"44.050"	"0.010"	""	"9.93e+10"	B+	"0.0000"	"281.463"	"1s2.2s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"1/2"	2	2		"T5593"	"L4713"	
Fe	24	""	""	"44.030"	"0.010"	""	"1.460e+11"	C'	"1545.39"	"1827.0"	"1s2.4s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"3/2"	2	4		"T3015"	""	
Fe	24	""	""	"44.121"	"0.010"	""	"1.460e+11"	C'	"1545.39"	"1826.4"	"1s2.4s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"1/2"	2	2		"T3015"	""	
Si	12	""	""	"44.165"	"0.010"	""	"1.37e+12"	A	"24.8263"	"[305.557]"	"1s2.2p"	"2P*"	"3/2"	"1s2.3d"	"2D"	"5/2"	4	6		"c22,T5593,T6094"	""	
Si	12	""	""	"44.178"	"0.010"	""	"2.28e+11"	A	"24.8263"	"[305.471]"	"1s2.2p"	"2P*"	"3/2"	"1s2.3d"	"2D"	"3/2"	4	4		"c22,T5593,T6094"	""	
Si	9	""	""	"44.215"	"0.010"	""	"2.85e+11"	D	"0.31554"	"280.728?"	"2s2.2p2"	"3P"	"1"	"2s2.2p.4d"	"3D*"	"2"	3	5		"c66,LS"	""	
Si	9	""	""	"44.249"	"0.010"	""	"3.80e+11"	D+	"0.7952"	"280.992?"	"2s2.2p2"	"3P"	"2"	"2s2.2p.4d"	"3D*"	"3"	5	7		"c66,LS"	""	
Mg	9	""	""	"44.281"	"0.010"	""	"2.60e+10"	D	"0.0000"	"279.995"	"1s2.2s2"	"1S"	"0"	"1s2.2p.4d"	"1P*"	"1"	1	3		"c6,LS"	""	
Si	9	""	""	"44.291"	"0.010"	""	"9.45e+10"	E	"0.7952"	"280.728?"	"2s2.2p2"	"3P"	"2"	"2s2.2p.4d"	"3D*"	"2"	5	5		"c66,LS"	""	
Mg	9	"44.373"	"0.010"	"44.372"	"0.010"	"40"	"3.92e+10"	D	"17.5600"	"296.978"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.6d"	"3D"	"2"	3	5		"c6,LS"	"L753"	
Mg	9	"44.420"	"0.010"	"44.421"	"0.010"	"60"	"5.22e+10"	C	"17.8650"	"296.978"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.6d"	"3D"	"3"	5	7		"c6,LS"	"L753"	
Mg	9	""	""	"44.421"	"0.010"	""	"1.30e+10"	D	"17.8650"	"296.978"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.6d"	"3D"	"2"	5	5		"c6,LS"	""	
Si	10	""	""	"44.518"	"0.010"	""	"2.15e+10"	B	"0.00000"	"278.51"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2S?"	"1/2"	2	2		"T7059"	""	
Si	10	""	""	"44.657"	"0.010"	""	"1.91e+10"	C+	"0.86672"	"278.51"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2S?"	"1/2"	4	2		"T7059"	""	
Fe	24	""	""	"44.920"	"0.010"	""	"2.37e+11"	C+	"1550.91"	"1826.9"	"1s2.4p"	"2P*"	"1/2"	"1s2.6d"	"2D"	"3/2"	2	4		"T3015LS"	""	
Mg	9	"44.983"	"0.010"	"44.983"	"0.010"	"20"	""		"50.23"	"325.850?"	"1s2.2p2"	"1D"	"2"	"1s2.2p.7d"	"1F*"	"3"	5	7		""	"L753"	
Fe	24	""	""	"45.155"	"0.010"	""	"2.76e+11"	C+	"1552.89"	"1827.5"	"1s2.4p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"5/2"	4	6		"T3015LS"	""	
Fe	24	""	""	"45.245"	"0.010"	""	"4.6e+10"	D	"1552.89"	"1826.9"	"1s2.4p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"3/2"	4	4		"T3015LS"	""	
Mg	12	"45.392"	"0.010"	"45.39088"	"0.00010"	"10*"	""		"(1471.69098)"	"(1744.8388)"	"2p"	"2P*"	"1/2"	"3d"	"2D"	"3/2"	2	4		""	"L10489"	
Mg	12	"45.392"	"0.010"	"45.39716"	"0.00010"	"10*"	""		"(1471.72927)"	"(1744.8393)"	"2s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"	2	4		""	"L10489"	
Si	11	""	""	"45.398"	"0.010"	""	"5.30e+11"	B	"40.8750"	"313.980"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p.3p"	"1D"	"2"	3	5		"T7067c18"	""	
Mg	12	""	""	"45.44379"	"0.00010"	""	""		"(1471.72927)"	"(1744.5591)"	"2s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"	2	2		""	""	
Si	12	""	""	"45.521"	"0.010"	""	"6.61e+10"	B+	"23.8127"	"296.182"	"1s2.2p"	"2P*"	"1/2"	"1s2.3s"	"2S"	"1/2"	2	2		"c22,T5593"	""	
Mg	12	"45.530"	"0.010"	"45.53299"	"0.00010"	"15"	""		"(1472.63659)"	"(1744.9319)"	"2p"	"2P*"	"3/2"	"3d"	"2D"	"5/2"	4	6		""	"L10489"	
Mg	9	"45.635"	"0.010"	"45.635"	"0.010"	"40"	"2.83e+10"	D	"33.6849"	"305.372"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2s.7d"	"1D"	"2"	3	5		"c6,LS"	"L753"	
Si	11	""	""	"45.680"	"0.010"	""	"1.10e+08"	D	"21.3431"	"292.763"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.3d"	"1D"	"2"	3	5		"c68"	""	
Si	12	""	""	"45.691"	"0.010"	""	"1.33e+11"	A	"24.8263"	"296.182"	"1s2.2p"	"2P*"	"3/2"	"1s2.3s"	"2S"	"1/2"	4	2		"c22,T5593"	""	
Si	11	""	""	"45.788"	"0.010"	""	"1.09e+07"	E	"21.9846"	"292.763"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.3d"	"1D"	"2"	5	5		"c68"	""	
Si	11	""	""	"45.815"	"0.010"	""	"3.49e+09"	C	"40.8750"	"311.495"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p.3p"	"3P"	"2"	3	5		"c68"	""	
Si	11	""	""	"45.862"	"0.010"	""	"3.59e+08"	D	"40.8750"	"311.216"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p.3p"	"3P"	"1"	3	3		"c68"	""	
Si	11	""	""	"45.924"	"0.010"	""	"5.27e+08"	D	"40.8750"	"310.849?"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p.3p"	"3P"	"0"	3	1		"c68"	""	
Mg	9	"45.980"	"0.010"	"45.980"	"0.010"	"20"	"4.17e+10"	D	"33.6849"	"303.334"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p.5p"	"1D"	"2"	3	5		"c6,LS"	"L753"	
Si	11	""	""	"46.067"	"0.010"	""	"4.66e+09"	C	"40.8750"	"310.013"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p.3p"	"3S"	"1"	3	3		"c68"	""	
Si	11	""	""	"46.298"	"0.010"	""	"1.01e+12"	B+	"21.3431"	"289.137"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.3d"	"3D"	"2"	3	5		"T7333c7,T7067c18"	""	
Mg	9	"46.340"	"0.010"	"46.340"	"0.010"	"40"	""		"50.23"	"317.779?"	"1s2.2p2"	"1D"	"2"	"1s2.2p.6d"	"1F*"	"3"	5	7		""	"L753"	
Si	11	""	""	"46.399"	"0.010"	""	"1.33e+12"	B+	"21.9846"	"289.196"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.3d"	"3D"	"3"	5	7		"T7333c7,T7067c18"	""	
Si	11	""	""	"46.409"	"0.010"	""	"3.34e+11"	B	"21.9846"	"289.137"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.3d"	"3D"	"2"	5	5		"T7333c7,T7067c18"	""	
Mg	9	"46.657"	"0.010"	"46.657"	"0.010"	"160"	"6.54e+10"	D	"17.5600"	"283.294"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.5d"	"3D"	"2"	3	5		"c6,LS"	"L753"	
Fe	16	"46.661"	"0.010"	"46.661"	"0.004"	""	"3.46e+11"	C	"83.7515"	"349.462"	"2p6.3d"	"2D"	"3/2"	"2p6.5f"	"2F*"	"5/2"	4	6		"T3334LS"	"L3297"	
Si	10	""	""	"46.672"	"0.010"	""	"6.70e+07"	D	"80.266"	"345.918"	"2p3"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"	4	6		"c70,LS"	""	
Mg	9	""	""	"46.711"	"0.010"	""	"2.18e+10"	E	"17.8650"	"283.294"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.5d"	"3D"	"2"	5	5		"c6,LS"	""	
Mg	9	"46.711"	"0.010"	"46.711"	"0.010"	"10"	"8.71e+10"	D	"17.8650"	"283.294"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.5d"	"3D"	"3"	5	7		"c6,LS"	"L7429"	
Fe	16	"46.718"	"0.010"	"46.718"	"0.004"	""	"3.70e+11"	C	"84.1116"	"349.499"	"2p6.3d"	"2D"	"5/2"	"2p6.5f"	"2F*"	"7/2"	6	8		"T3334LS"	"L3297"	
Fe	16	""	""	"46.725"	"0.010"	""	"2.5e+10"	D	"84.1116"	"349.462"	"2p6.3d"	"2D"	"5/2"	"2p6.5f"	"2F*"	"5/2"	6	6		"T3334LS"	""	
Si	10	""	""	"46.891"	"0.010"	""	"1.29e+11"	B	"0.00000"	"264.41"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2S"	"1/2"	2	2		"T7059"	""	
Si	11	""	""	"46.905"	"0.010"	""	"1.13e+09"	D	"55.9125"	"320.243"	"1s2.2p2"	"3P"	"2"	"1s2.2p.3d"	"1F*"	"3"	5	7		"c68"	""	
Mg	9	"47.041"	"0.010"	"47.041"	"0.010"	"60"	"3.87e+10"	D	"33.6849"	"297.251"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2s.6d"	"1D"	"2"	3	5		"c6,LS"	"L753"	
Si	10	""	""	"47.045"	"0.010"	""	"2.98e+11"	B+	"0.86672"	"264.41"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2S"	"1/2"	4	2		"T7059"	""	
Fe	16	""	""	"47.038"	"0.010"	""	"1.44e+08"	C	"0.0000"	"263.585"	"2p6.3s"	"2S"	"1/2"	"2p6.4d"	"2D"	"5/2"	2	6	E2	"T2170LS"	""	
Fe	16	""	""	"47.065"	"0.010"	""	"1.5e+08"	D	"0.0000"	"263.432"	"2p6.3s"	"2S"	"1/2"	"2p6.4d"	"2D"	"3/2"	2	4	E2	"T2170LS"	""	
Mg	10	"47.231"	"0.010"	"47.229"	"0.010"	"250"	"1.85e+11"	A	"19.8393"	"282.359"	"1s2.2p"	"2P*"	"1/2"	"1s2.4d"	"2D"	"3/2"	2	4		"T5593"	"L7429"	
Si	11	""	""	"47.291"	"0.010"	""	"1.18e+11"	C+	"55.008"	"317.180"	"1s2.2p2"	"3P"	"0"	"1s2.2p.3d"	"3P*"	"1"	1	3		"T7067c18"	""	
Mg	10	"47.310"	"0.010"	"47.310"	"0.010"	"400"	"2.21e+11"	A	"20.332"	"282.40"	"1s2.2p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"5/2"	4	6		"T5593"	"L7429"	
Mg	10	""	""	"47.317"	"0.010"	""	"3.66e+10"	B+	"20.332"	"282.359"	"1s2.2p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"3/2"	4	4		"T5593"	"L4713"	
Si	11	""	""	"47.354"	"0.010"	""	"3.84e+11"	B	"55.3582"	"317.180"	"1s2.2p2"	"3P"	"1"	"1s2.2p.3d"	"3P*"	"1"	3	3		"T7067c18"	""	
Si	11	""	""	"47.387"	"0.010"	""	"1.05e+10"	C	"55.3582"	"316.999"	"1s2.2p2"	"3P"	"1"	"1s2.2p.3d"	"3P*"	"2"	3	5		"T7067c18"	""	
Si	11	""	""	"47.455"	"0.010"	""	"3.99e+11"	B	"55.9125"	"317.180"	"1s2.2p2"	"3P"	"2"	"1s2.2p.3d"	"3P*"	"1"	5	3		"T7067c18"	""	
Si	11	""	""	"47.488"	"0.010"	""	"9.16e+11"	B	"55.9125"	"316.999"	"1s2.2p2"	"3P"	"2"	"1s2.2p.3d"	"3P*"	"2"	5	5		"T7067c18"	""	
Si	10	""	""	"47.489"	"0.010"	""	"3.61e+11"	B+	"0.00000"	"261.080?"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2D"	"3/2"	2	4		"T7059"	""	
Si	10	""	""	"47.545"	"0.010"	""	"4.47e+11"	B+	"0.86672"	"261.639"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2D"	"5/2"	4	6		"T7059"	""	
Si	11	""	""	"47.605"	"0.010"	""	"1.43e+12"	B+	"55.3582"	"315.80"	"1s2.2p2"	"3P"	"1"	"1s2.2p.3d"	"3D*"	"2"	3	5		"T7067c18"	""	
Si	10	""	""	"47.647"	"0.010"	""	"6.90e+10"	D+	"0.86672"	"261.080?"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2D"	"3/2"	4	4		"T7192c4,LS"	""	
Si	11	""	""	"47.653"	"0.010"	""	"1.65e+12"	B+	"55.9125"	"316.094"	"1s2.2p2"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"3"	5	7		"T7067c18"	""	
Si	11	""	""	"47.707"	"0.010"	""	"1.39e+11"	C+	"55.9125"	"315.80"	"1s2.2p2"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"2"	5	5		"T7067c18"	""	
Ne	9	""	""	"47.731"	"0.010"	""	"1.957e+10"	AA	"905.0772"	"1164.8315"	"1s.2s"	"3S"	"1"	"1s.6p"	"3P*"	"2"	3	5		"T7543LS"	""	
Ne	9	""	""	"47.731"	"0.010"	""	"1.957e+10"	AA	"905.0772"	"1164.8315"	"1s.2s"	"3S"	"1"	"1s.6p"	"3P*"	"1"	3	3		"T7543LS"	""	
Ne	9	""	""	"47.731"	"0.010"	""	"1.957e+10"	AA	"905.0772"	"1164.8315"	"1s.2s"	"3S"	"1"	"1s.6p"	"3P*"	"0"	3	1		"T7543LS"	""	
Mg	9	""	""	"47.762"	"0.010"	""	"1.79e+10"	D	"17.5600"	"277.148"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.4p"	"3P"	"2"	3	5		"c6,LS"	""	
Mg	10	""	""	"47.788"	"0.010"	""	"1.34e+10"	B+	"19.8393"	"[279.29]"	"1s2.2p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"	2	2		"c42,T5593"	""	
Mg	9	"47.818"	"0.010"	"47.818"	"0.010"	"10"	"5.37e+10"	C	"17.8650"	"277.148"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.4p"	"3P"	"2"	5	5		"c6,LS"	"L7429"	
Mg	10	""	""	"47.879"	"0.010"	""	"2.67e+10"	B+	"20.332"	"[279.29]"	"1s2.2p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"	4	2		"c42,T5593"	""	
Si	11	""	""	"47.899"	"0.010"	""	"2.00e+12"	B+	"61.3971"	"320.243"	"1s2.2p2"	"1D"	"2"	"1s2.2p.3d"	"1F*"	"3"	5	7		"T7067c18"	""	
Mg	9	"47.947"	"0.010"	"47.947"	"0.010"	"100"	"5.82e+10"	D	"17.8650"	"276.451"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.4p"	"3D"	"3"	5	7		"c6,LS"	"L7429"	
Mg	9	"48.024"	"0.010"	"48.024"	"0.010"	"10"	"1.27e+11"	D	"45.791"	"303.962"	"1s2.2p2"	"3P"	"2"	"1s2.2p.5d"	"3D*"	"3"	5	7		"c6,LS"	"L7429"	
Si	11	""	""	"48.111"	"0.010"	""	"1.22e+10"	C	"55.3582"	"313.065"	"1s2.2p2"	"3P"	"1"	"1s2.2p.3d"	"1D*"	"2"	3	5		"c68"	""	
Si	11	""	""	"48.214"	"0.010"	""	"3.05e+09"	C	"55.9125"	"313.065"	"1s2.2p2"	"3P"	"2"	"1s2.2p.3d"	"1D*"	"2"	5	5		"c68"	""	
Si	11	""	""	"48.317"	"0.010"	""	"9.69e+06"	E	"21.3431"	"277.949"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.3s"	"1S"	"0"	3	1		"c68"	""	
Mg	9	"48.340"	"0.010"	"48.340"	"0.010"	"100g"	"1.36e+11"	D	"0.0000"	"256.484"	"1s2.2s2"	"1S"	"0"	"1s2.2s.4p"	"1P*"	"1"	1	3		"c6,LS"	"L7429"	
Si	10	""	""	"48.385"	"0.010"	""	"7.27e+10"	B	"0.00000"	"256.244"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"	2	4		"T7059"	""	
Si	10	""	""	"48.436"	"0.010"	""	"2.66e+11"	B+	"0.00000"	"255.977"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2P"	"1/2"	2	2		"T7059"	""	
Si	11	""	""	"48.472"	"0.010"	""	"9.34e+08"	D	"61.3971"	"317.180"	"1s2.2p2"	"1D"	"2"	"1s2.2p.3d"	"3P*"	"1"	5	3		"c68"	""	
Fe	17	""	""	"48.497"	"0.010"	""	"2.4e+11"	D	"869.1"	"1124.8"	"2s.2p6.3s"	"1S"	"0"	"2s.2p6.4p"	"1P*"	"1"	1	3		"T5298"	"L11926"	
Si	11	""	""	"48.507"	"0.010"	""	"1.17e+10"	C	"61.3971"	"316.999"	"1s2.2p2"	"1D"	"2"	"1s2.2p.3d"	"3P*"	"2"	5	5		"c68"	""	
Si	10	""	""	"48.549"	"0.010"	""	"2.48e+11"	B+	"0.86672"	"256.244"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"	4	4		"T7059"	""	
Si	10	""	""	"48.600"	"0.010"	""	"1.05e+11"	B	"0.86672"	"255.977"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"1/2"	4	2		"T7059"	""	
Mg	9	""	""	"48.646"	"0.010"	""	"7.94e+08"	E	"50.23"	"305.094"	"1s2.2p2"	"1D"	"2"	"1s2.2s.7p"	"1P*"	"1"	5	3		"c6,LS"	""	
Si	11	""	""	"48.679"	"0.010"	""	"4.98e+08"	D	"61.3971"	"316.094"	"1s2.2p2"	"1D"	"2"	"1s2.2p.3d"	"3D*"	"3"	5	7		"c68"	""	
Si	11	""	""	"48.735"	"0.010"	""	"6.20e+08"	D	"61.3971"	"315.80"	"1s2.2p2"	"1D"	"2"	"1s2.2p.3d"	"3D*"	"2"	5	5		"c68"	""	
Mg	9	"48.794"	"0.010"	"48.794"	"0.010"	"10"	"1.58e+11"	D+	"50.23"	"304.323"	"1s2.2p2"	"1D"	"2"	"1s2.2p.5d"	"1F*"	"3"	5	7		"c6,LS"	"L7429"	
Fe	17	""	""	"48.876"	"0.010"	""	"4.0e+10"	E	"869.1"	"1122.8"	"2s.2p6.3s"	"1S"	"0"	"2s.2p6.4p"	"3P*"	"1"	1	3		"T5298"	"L11926"	
Fe	16	""	""	"48.884"	"0.010"	""	"2.9e+09"	E	"83.7515"	"337.381"	"2p6.3d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"3/2"	4	4		"T3334LS"	""	
Fe	16	"48.97"	"0.10"	"48.954"	"0.005"	""	"2.6e+10"	D	"84.1116"	"337.381"	"2p6.3d"	"2D"	"5/2"	"2p6.5p"	"2P*"	"3/2"	6	4		"T3334LS"	"L19616"	
Fe	16	""	""	"48.980"	"0.010"	""	"2.8e+10"	D	"83.7515"	"336.886"	"2p6.3d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"1/2"	4	2		"T3334LS"	""	
Si	11	""	""	"48.998"	"0.010"	""	"2.99e+10"	B+	"21.0528"	"274.09"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2s.3s"	"3S"	"1"	1	3		"T7333c7,T7067c18"	""	
